"review_case_id","source_record_id","review_priority","boundary_flags","hr_input","current_intents_json","reviewer_code","decision","proposed_intents_json","review_note"
"INT-RVW-0531","531","MEDIUM","LONG_EVIDENCE","WRK-651 체류기간 만료 임박, 연장 승인 여부 확인해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료 임박, 연장 승인 여부 확인해줘""}]","A","KEEP","",""
"INT-RVW-0533","533","MEDIUM","LONG_EVIDENCE","WRK-873 비자 만료 임박, 담당 대행사에 연장 요청해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 만료 임박, 담당 대행사에 연장 요청해줘""}]","A","KEEP","",""
"INT-RVW-0534","534","MEDIUM","LONG_EVIDENCE","WRK-984님 근로계약 종료 두달 전, 연장 여부 조기 논의 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 종료 두달 전, 연장 여부 조기 논의""}]","A","KEEP","",""
"INT-RVW-0561","561","MEDIUM","LONG_EVIDENCE","WRK-651님 여권 사진면 사본 받아서 서류철 정리 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 사진면 사본 받아서 서류철 정리 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0570","570","MEDIUM","LONG_EVIDENCE","WRK-540님 여권 갱신본 받아서 만료일 업데이트 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 갱신본 받아서 만료일 업데이트 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0587","587","MEDIUM","LONG_EVIDENCE","wrk-217 이번달 월급 왜 늦게 들어왔는지 물어봐서 확인 좀","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""이번달 월급 왜 늦게 들어왔는지 물어봐서 확인 좀""}]","A","KEEP","",""
"INT-RVW-0596","596","MEDIUM","LEAVE_BOUNDARY","WRK-106님께 연차수당 정산 오류 재확인 부탁드립니다","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""연차수당 정산 오류 재확인""}]","A","KEEP","",""
"INT-RVW-0610","610","MEDIUM","LONG_EVIDENCE","WRK-540님 신규 입사자 기숙사 배정 및 초기 프로필 등록 부탁드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""기숙사 배정 및 초기 프로필 등록 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0624","624","MEDIUM","LEAVE_BOUNDARY","WRK-984 다음주 연차 이틀 사용 반영해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 이틀 사용 반영해줘""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0629","629","MEDIUM","LONG_EVIDENCE","WRK-439 무단결근 누적, 계약해지 여부 검토 요청드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 누적, 계약해지 여부 검토 요청드립니다""}]","A","KEEP","",""
"INT-RVW-0630","630","MEDIUM","LEAVE_BOUNDARY","WRK-540님 장기 병가 신청 및 재직상태 변경 반영 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""장기 병가 신청 및 재직상태 변경 반영""}]","A","KEEP","",""
"INT-RVW-0631","631","MEDIUM","LONG_EVIDENCE","WRK-651 퇴사 정산 및 이직확인서 발급 진행 확인해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""퇴사 정산 및 이직확인서 발급 진행 확인해줘""}]","A","KEEP","",""
"INT-RVW-0696","696","MEDIUM","LONG_EVIDENCE","WRK-328님 여권 사본 받아서 서류철에 정리 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 사본 받아서 서류철에 정리 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0709","709","MEDIUM","LONG_EVIDENCE","WRK-651님 재직증명서 재발급받아 파일 정리 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""재직증명서 재발급받아 파일 정리 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0739","739","MEDIUM","LEAVE_BOUNDARY","WRK-651 이번주 연차 하루 사용 등록해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 하루 사용 등록해줘""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0746","746","MEDIUM","LEAVE_BOUNDARY","WRK-328님 병가 신청 승인 처리 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""병가 신청 승인 처리 부탁드립니다""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0758","758","MEDIUM","LONG_EVIDENCE","WRK-540님 외국인등록증 만료 전 갱신 절차 진행 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""외국인등록증 만료 전 갱신 절차 진행 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0762","762","MEDIUM","LONG_EVIDENCE","WRK-984님 비자 갱신 신청 마감 임박, 서둘러 진행 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 갱신 신청 마감 임박, 서둘러 진행 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0790","790","MEDIUM","LEAVE_BOUNDARY","WRK-762 연차수당 정산 시기 재문의 왔어","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""연차수당 정산 시기 재문의""}]","A","KEEP","",""
"INT-RVW-0796","796","MEDIUM","LONG_EVIDENCE","첨부한 서류로 WRK-328님 신규 등록 및 4대보험 최초 가입 부탁드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 등록 및 4대보험 최초 가입 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0805","805","MEDIUM","LONG_EVIDENCE","WRK-217님 신규 입사자 기숙사 배정 및 초기 프로필 등록 부탁드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""기숙사 배정 및 초기 프로필 등록 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0810","810","MEDIUM","LEAVE_BOUNDARY","WRK-762 이번주 연차 이틀 사용 등록해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 이틀 사용 등록해줘""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0821","821","MEDIUM","LONG_EVIDENCE","WRK-873님 체류기간 만료 임박, 연장절차 진행 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료 임박, 연장절차 진행 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0823","823","MEDIUM","LONG_EVIDENCE","WRK-095님 근로계약 만료 2주 남았으니 재계약 절차 진행 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 만료 2주 남았으니 재계약 절차 진행 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0827","827","MEDIUM","LONG_EVIDENCE","WRK-439님 근로계약 종료 임박, 재계약 여부 논의 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 종료 임박, 재계약 여부 논의 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0832","832","MEDIUM","LONG_EVIDENCE","WRK-984 비자 갱신 신청 마감일 임박, 서둘러 진행해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 갱신 신청 마감일 임박, 서둘러 진행해줘""}]","A","KEEP","",""
"INT-RVW-0935","935","MEDIUM","LEAVE_BOUNDARY","WRK-406 휴가 갔으니까 그동안 WRK-407 한테 그 라인 맡겨줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-406 휴가 갔으니까""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""WRK-407 한테 그 라인 맡겨줘""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""WRK-407 한테 그 라인 맡겨줘""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0940","940","MEDIUM","LEAVE_BOUNDARY","WRK-413의 휴가로 인해 해당 라인 작업은 WRK-414가 대신 맡도록 지시해주시기 바랍니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-413의 휴가로 인해""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""WRK-414가 대신 맡도록 지시""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""WRK-414가 대신 맡도록 지시""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0946","946","MEDIUM","LEAVE_BOUNDARY","WRK-422가 휴가 중이므로, 대체 인력에게 오전 작업 지시를 전달해주세요.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 중이므로""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 인력에게 오전 작업 지시를 전달""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 인력에게 오전 작업 지시를 전달""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0951","951","MEDIUM","LEAVE_BOUNDARY","WRK-428: 휴가 처리, 임시 인력 배치 지시","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 처리""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""임시 인력 배치 지시""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""임시 인력 배치 지시""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0955","955","MEDIUM","LONG_EVIDENCE","WRK-433의 퇴사가 확정됨에 따라, 잔여 업무는 WRK-434에게 인수인계 지시하겠습니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""퇴사가 확정됨""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""잔여 업무는 WRK-434에게 인수인계 지시""}]","A","KEEP","",""
"INT-RVW-0956","956","MEDIUM","LEAVE_BOUNDARY","WRK-435 휴가 냈어, 그동안 현장 안전화 착용 다시 공지해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-435 휴가 냈어""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""안전화 착용 다시 공지해줘""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""안전화 착용 다시 공지해줘""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0961","961","MEDIUM","LONG_EVIDENCE","WRK-501이 무단결근 중인데, 마침 고용허가기간도 다음 달 만료라 연장 여부부터 확인해야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 중인데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간도 다음 달 만료라 연장 여부부터 확인""}]","A","KEEP","",""
"INT-RVW-0965","965","MEDIUM","LEAVE_BOUNDARY","WRK-505 휴가 중인데 계약 만료일도 다가와서 갱신 논의 필요해","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-505 휴가 중인데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약 만료일도 다가와서 갱신 논의 필요""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약 만료일도 다가와서 갱신 논의 필요""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0967","967","MEDIUM","LONG_EVIDENCE","WRK-507이 무단결근하였고, 체류기간 만료가 임박하여 강제 출국 여부를 검토해야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근하였고""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료가 임박하여 강제 출국 여부를 검토""}]","A","KEEP","",""
"INT-RVW-0968","968","MEDIUM","LONG_EVIDENCE","WRK-508 연락 안 돼서 결근 처리했는데, 계약기간도 이번 달 끝나","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-508 연락 안 돼서 결근 처리했는데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약기간도 이번 달 끝나""}]","A","KEEP","",""
"INT-RVW-0971","971","MEDIUM","LEAVE_BOUNDARY","WRK-511 휴가 냈는데 체류기간 연장 신청 아직 안 했대, 확인해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-511 휴가 냈는데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장 신청 아직 안 했대""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장 신청 아직 안 했대""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0977","977","MEDIUM","LEAVE_BOUNDARY|LONG_EVIDENCE","WRK-517 휴가 끝나고 바로 재계약 논의해야 돼, 만료일 얼마 안 남았어","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-517 휴가 끝나고""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 논의해야 돼, 만료일 얼마 안 남았어""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 논의해야 돼, 만료일 얼마 안 남았어""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0983","983","MEDIUM","LEAVE_BOUNDARY|LONG_EVIDENCE","WRK-523 휴가 갔다 왔는데 계약 만료 얼마 안 남아서 갱신 결정해야 돼","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-523 휴가 갔다 왔는데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약 만료 얼마 안 남아서 갱신 결정해야 돼""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약 만료 얼마 안 남아서 갱신 결정해야 돼""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-0985","985","MEDIUM","LONG_EVIDENCE","WRK-525의 사업장 변경이 승인되었으나, 고용허가기간 만료가 임박해 연장 절차가 선행되어야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경이 승인""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 만료가 임박해 연장 절차가 선행""}]","A","KEEP","",""
"INT-RVW-0988","988","MEDIUM","LONG_EVIDENCE","WRK-528의 퇴사 절차가 진행 중이며, 체류기간 만료와 시점이 겹쳐 출국 일정을 조율해야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""퇴사 절차가 진행 중""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료와 시점이 겹쳐 출국 일정을 조율""}]","A","KEEP","",""
"INT-RVW-0989","989","MEDIUM","LEAVE_BOUNDARY","WRK-529 휴가 신청했는데 고용허가 연장 서류도 같이 준비해야 돼","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-529 휴가 신청했는데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가 연장 서류도 같이 준비해야 돼""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가 연장 서류도 같이 준비해야 돼""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1025","1025","MEDIUM","LONG_EVIDENCE","WRK-635 오늘부터 검사라인 이동, 초과근무 발생분은 다음 주 급여에 반영 예정","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘부터 검사라인 이동""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""초과근무 발생분은 다음 주 급여에 반영 예정""}]","A","KEEP","",""
"INT-RVW-1031","1031","MEDIUM","LEAVE_BOUNDARY","WRK-641 오늘부터 3일간 휴가 처리, 복귀 후 작업 배정 미리 정해둬","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘부터 3일간 휴가 처리""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""복귀 후 작업 배정 미리 정해둬""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""복귀 후 작업 배정 미리 정해둬""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1033","1033","MEDIUM","LONG_EVIDENCE","WRK-643: 계약만료 3개월 전, 재계약 여부 사전 논의 필요","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 3개월 전, 재계약 여부 사전 논의 필요""}]","A","KEEP","",""
"INT-RVW-1037","1037","MEDIUM","LONG_EVIDENCE","WRK-647 급여명세서 확인 요청 들어왔는데 공제 내역 좀 설명해줘","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여명세서 확인 요청 들어왔는데 공제 내역 좀 설명해줘""}]","A","KEEP","",""
"INT-RVW-1038","1038","MEDIUM","LONG_EVIDENCE","WRK-648: 오늘부터 신규라인 투입, 적응기간 동안 배정 조정 필요","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘부터 신규라인 투입, 적응기간 동안 배정 조정 필요""}]","A","KEEP","",""
"INT-RVW-1045","1045","MEDIUM","LONG_EVIDENCE","WRK-655 초과근무수당 계산이 잘못됐다고 하는데 재확인 부탁해요","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""초과근무수당 계산이 잘못됐다고 하는데 재확인 부탁해요""}]","A","KEEP","",""
"INT-RVW-1054","1054","MEDIUM","LONG_EVIDENCE","WRK-664 급여 지급일 문의 있음, 이번 달 지급일 안내 부탁해요","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지급일 문의 있음, 이번 달 지급일 안내""}]","A","KEEP","",""
"INT-RVW-1055","1055","MEDIUM","LONG_EVIDENCE","WRK-665: 오늘부터 신규 프로젝트 라인 배정, 첫 주는 OJT로 진행","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘부터 신규 프로젝트 라인 배정, 첫 주는 OJT로 진행""}]","A","KEEP","",""
"INT-RVW-1073","1073","MEDIUM","LEAVE_BOUNDARY","WRK-683 휴가 복귀했으니 원래 라인으로 재배치해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 복귀했으니""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""원래 라인으로 재배치해줘""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""원래 라인으로 재배치해줘""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1079","1079","MEDIUM","LONG_EVIDENCE","WRK-689 급여 지급 방식 문의, 계좌이체 vs 현금 여부 설명 필요","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지급 방식 문의, 계좌이체 vs 현금 여부 설명 필요""}]","A","KEEP","",""
"INT-RVW-1099","1099","MEDIUM","LEAVE_BOUNDARY","WRK-709 휴가 신청 승인했어, 대체 근무자 배치해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 신청 승인했어""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 근무자 배치해줘""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 근무자 배치해줘""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1107","1107","MEDIUM","LONG_EVIDENCE","WRK-717 급여 공제 내역 문의, 국민연금 공제액 알려줘","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 공제 내역 문의, 국민연금 공제액 알려줘""}]","A","KEEP","",""
"INT-RVW-1119","1119","MEDIUM","LEAVE_BOUNDARY","WRK-729 휴가 중인데 급여는 어떻게 처리되는지 문의 왔어","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 중인데""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여는 어떻게 처리되는지 문의 왔어""}]","A","CHANGE","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여는 어떻게 처리되는지 문의 왔어""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1126","1126","MEDIUM","LONG_EVIDENCE","WRK-736 오늘부터 신규 라인 근무, 3개월 후 정규 배치 예정","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘부터 신규 라인 근무, 3개월 후 정규 배치 예정""}]","A","KEEP","",""
"INT-RVW-1150","1150","MEDIUM","LONG_EVIDENCE","WRK-760 오늘 작업지시서 전달했고, 다음 주 스케줄 변경 예정","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 작업지시서 전달했고, 다음 주 스케줄 변경 예정""}]","A","KEEP","",""
"INT-RVW-1153","1153","MEDIUM","LONG_EVIDENCE","WRK-763 급여 산정 기준 문의, 기본급과 수당 구조 설명 부탁","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 산정 기준 문의, 기본급과 수당 구조 설명 부탁""}]","A","KEEP","",""
"INT-RVW-1161","1161","MEDIUM","LONG_EVIDENCE","WRK-771 급여 세부 내역 문의, 야근수당 계산법 알려줘","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 세부 내역 문의, 야근수당 계산법 알려줘""}]","A","KEEP","",""
"INT-RVW-1164","1164","MEDIUM","LEAVE_BOUNDARY","WRK-774 오늘부터 휴가 시작, 대체인력 배치 및 급여는 무급 처리 안내","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘부터 휴가 시작""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체인력 배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여는 무급 처리 안내""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체인력 배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여는 무급 처리 안내""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1181","1181","MEDIUM","LEAVE_BOUNDARY","WRK-791 휴가 신청, 대체 인력 오늘 오후부터 투입","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 신청""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 인력 오늘 오후부터 투입""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 인력 오늘 오후부터 투입""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1186","1186","MEDIUM","LONG_EVIDENCE","WRK-796 오늘 무단결근, 오후에 연락 닿아 결근 사유 확인함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘 무단결근, 오후에 연락 닿아 결근 사유 확인함""}]","A","KEEP","",""
"INT-RVW-1187","1187","MEDIUM","LONG_EVIDENCE","WRK-797: 오늘 새 작업지시서 배포, 라인장 서명 확인 필요","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 새 작업지시서 배포, 라인장 서명 확인 필요""}]","A","KEEP","",""
"INT-RVW-1191","1191","MEDIUM","LONG_EVIDENCE","WRK-801 여권 받아서 재계약 서류 준비하고, 계약만료일도 재확인해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 서류 준비하고, 계약만료일도 재확인해줘""}]","A","KEEP","",""
"INT-RVW-1193","1193","MEDIUM","LONG_EVIDENCE","WRK-803: 급여 문의, 이번 달 수당 반영 여부 확인 필요","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 문의, 이번 달 수당 반영 여부 확인 필요""}]","A","KEEP","",""
"INT-RVW-1201","1201","MEDIUM","LONG_EVIDENCE","WRK-811 오늘 작업 배치 변경, 새 라인장이 지시 전달 예정","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 작업 배치 변경, 새 라인장이 지시 전달 예정""}]","A","KEEP","",""
"INT-RVW-1205","1205","MEDIUM","LONG_EVIDENCE","WRK-815 급여 세부내역 문의 있어서 공제항목 하나씩 설명함","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 세부내역 문의 있어서 공제항목 하나씩 설명함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1208","1208","MEDIUM","LONG_EVIDENCE","WRK-818 연락두절, 급여 미지급 문제로 인한 잠적 가능성 확인 필요","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 미지급 문제로 인한 잠적 가능성 확인 필요""}]","A","KEEP","",""
"INT-RVW-1211","1211","MEDIUM","LONG_EVIDENCE","WRK-821: 오늘 컨베이어 작업 배정, 초과근무 발생 시 사전 승인 필요","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 컨베이어 작업 배정, 초과근무 발생 시 사전 승인 필요""}]","A","KEEP","",""
"INT-RVW-1234","1234","MEDIUM","LEAVE_BOUNDARY","WRK-844 휴가 종료, 원복 배치 및 급여 정상 지급 안내","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 종료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""원복 배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 정상 지급 안내""}]","A","CHANGE","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""원복 배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 정상 지급 안내""}]","일반 휴가 사실만으로 EMPLOYMENT_CHANGE를 자동 부여하지 않고, 발화에 명시된 실제 후속 업무 Intent만 유지함."
"INT-RVW-1268","1268","MEDIUM","LONG_EVIDENCE","WRK-878 오늘 라인 배치 변경, 새 조 편성표 배포함","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 라인 배치 변경, 새 조 편성표 배포함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1277","1277","MEDIUM","LONG_EVIDENCE","WRK-887: 급여 문의, 이번 달 야근수당 미반영 확인됨","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 문의, 이번 달 야근수당 미반영 확인됨""}]","A","KEEP","",""
